0.34794	-0.59151	0.36179	-0.25329	0.27997	-0.2881	0.16269	-0.083733	0.55313	-0.3018	0.88275	-0.44738	0.9247	-0.52718	0.95789	-0.71708	1.1165	-0.89973	1.1078	-1.0206	0.85047	-1.0736	0.7279	-1.7432	0.58148	-1.9516	0.39723	-1.6849	0.41651	-1.2239	0.007387	-1.176	-0.55383	1
0.34794	0.72062	-2.3659	-1.1562	-0.25149	0.46547	-2.1354	0.58567	0.76496	-1.5888	-2.2303	-0.64418	-0.18876	-0.52718	-0.15519	0.54794	-1.5469	0.60022	-1.1153	-0.55212	-0.01601	-0.2959	-1.7871	-2.4136	-1.8266	-2.9865	-1.6917	1.0793	-1.9137	1.133	-1.9398	-0.66843	-0.030918	-1
0.34794	-0.49925	1.0861	-2.6725	-0.005358	-1.4541	-1.6959	0.30533	-0.3502	0.61269	0.50467	-1.7247	0.43218	-1.0602	-1.5442	0.13323	0.31882	0.30056	0.16095	-1.402	0.85168	-1.3896	-0.7935	-0.12915	1.5213	-0.042485	0.83272	0.33511	0.82832	-1.5773	-0.5751	-0.18167	-1.2232	-1
0.34794	0.60111	-0.1352	0.65524	-0.22977	0.81161	-0.25748	0.88141	-0.3967	0.83448	-0.38831	0.91762	-0.22447	0.9595	-0.23999	0.92667	-0.074529	0.94674	-0.044474	0.99306	-0.058062	0.93691	0.025094	0.90648	0.051971	0.74643	0.020486	0.9116	-0.092294	0.99285	-0.13366	1.0927	-0.18935	1
0.34794	0.71349	0.046005	0.76738	-0.27831	0.86879	-0.18124	0.88602	-0.32701	0.9167	-0.15553	0.79145	0.020301	0.91595	-0.040235	0.81897	0.23113	0.80102	0.21256	0.78651	0.2123	0.78541	0.38264	0.72116	0.40375	0.49035	0.37438	0.71656	0.35769	0.73267	0.31757	0.68887	0.22563	1
0.34794	0.23933	-0.07578	0.50452	-0.24589	0.62542	-0.22183	0.56804	-0.32718	0.60135	-0.069441	0.69137	-0.17373	0.72606	-0.13655	0.72137	-0.13311	0.64816	0.12105	0.71019	0.0061449	0.64302	0.13219	0.64871	0.13404	0.32394	0.15143	0.4917	0.071651	0.54326	0.036282	0.55391	0.0016439	1
0.34794	0.034374	0.88756	-0.29673	1.3718	-1.0086	1.4051	-1.641	1.3228	-2.0563	0.74581	-1.9977	-0.04507	-1.7957	-0.78182	-1.379	-1.4366	-0.64985	-1.6105	-0.17017	-1.4888	0.33813	-0.87946	0.59965	-0.22668	0.39895	0.55755	0.12746	1.2178	-0.25727	1.5021	-1.023	1.5567	1
-2.8659	-3.2978	-2.3659	-1.1562	-0.25149	-3.1464	1.6911	0.9627	-1.1498	-0.84505	-0.31333	-0.64418	-0.18876	-0.52718	-0.15519	1	-2.0058	-2.1706	-1.8802	1.0877	-1.9459	-0.60036	0.10884	1.0439	-1.8266	-2.9865	1.9445	-2.3936	-1.9137	-0.61684	0.007387	-2.5817	2.1043	-1
0.34794	0.48122	0.69761	0.15932	1.1618	-0.40989	1.3029	-0.89442	1.5027	-1.3736	1.4346	-1.6509	1.2175	-1.7083	0.7024	-2.0064	0.17654	-1.8775	-0.4164	-1.6111	-0.98138	-1.259	-1.1868	-0.87752	-1.3454	-0.71915	-1.1736	0.04915	-1.0799	0.37402	-0.70848	0.53244	-0.31501	1
0.34794	-0.2866	-0.059334	-0.32681	-0.46004	-0.088511	-0.30902	-0.020802	-0.17618	-0.052232	-0.1926	0.25336	-0.4302	0.26457	-0.23451	0.23514	-0.11298	0.30955	0.026267	0.24435	-0.081182	0.21272	0.089137	0.33897	0.14	-0.018386	0.066793	0.091554	0.12142	0.33761	-0.098829	0.45966	-0.21393	1
0.34794	0.72062	0.28008	0.75492	0.10297	0.80394	0.41116	0.80018	0.092497	0.77711	0.43658	0.70991	0.75894	0.71374	0.91873	0.65173	0.9798	0.46549	1.1439	0.37524	1.1047	0.3203	1.3359	0.15036	1.2263	-0.21013	1.3833	-0.037516	1.554	-0.023279	1.3089	-0.24558	1.6492	1
0.34794	0.52203	0.27569	0.36918	0.55967	0.36497	0.74083	0.16959	1.1339	-0.058834	1.3267	-0.25182	1.5792	-0.42856	1.7	-0.82207	1.7666	-1.0328	1.5801	-1.3168	1.2562	-1.5467	1.1289	-1.8631	0.92567	-2.441	0.59613	-1.9138	0.27578	-1.8675	-0.10019	-1.9637	-0.45591	1
0.34794	0.71136	-0.23392	0.48352	-0.20145	0.57624	-0.95332	0.9627	-0.29709	0.6677	-0.67215	0.31622	-1.097	0.40011	-0.98907	0.74692	-0.76858	0.35565	-0.5739	0.3821	-0.58868	0.011568	-0.789	0.2973	-0.86633	-0.25351	-0.71295	-0.28788	-0.61616	0.12276	-1.0535	-0.31178	-0.99817	1
0.34794	-1.2886	-0.10052	-1.1562	-0.25149	-1.1166	-0.22921	-2.9816	1.692	-0.84505	-0.31333	0.96305	0.56563	-0.711	-0.41698	-0.61802	0.0072808	-2.1706	-1.8802	-0.55212	-0.01601	1.0559	-1.7871	-0.68482	0.14	0.88794	0.53853	-0.65715	0.054938	-0.61684	0.007387	-0.66843	-0.030918	-1
0.34794	0.72062	-0.28589	0.76738	-0.49727	0.89792	-0.8015	0.9627	-1.0584	0.87035	-1.0061	0.73463	-1.1439	0.8806	-1.2061	0.56453	-1.3057	0.51403	-1.1779	0.7999	-1.5274	0.37401	-1.309	0.47402	-1.7538	-0.10475	-1.4311	0.0016754	-1.5966	-0.19483	-1.7226	-0.10935	-1.9445	1
0.34794	-1.2886	-0.10052	0.74659	-0.74417	-0.73257	-0.333	-1.0094	-0.3748	0.80967	-0.16586	0.96305	-0.59291	1.0046	-0.0018813	1	-0.22122	-0.57386	0.046284	1.0877	-0.42285	1.0559	-0.68027	-0.68482	0.14	0.88794	-0.19298	-0.65715	0.054938	1.133	-0.49782	-0.11513	-0.36563	-1
0.34794	-0.34245	0.41487	-0.34199	0.47762	-0.59572	0.68522	-0.97291	0.64765	-0.8826	0.77734	-1.1927	0.44205	-1.1594	0.55472	-1.4527	0.14574	-1.3722	-0.17796	-0.79505	-0.29681	-0.84573	-0.6134	-1.0873	0.14521	-0.98004	-0.45062	-0.38153	-0.37211	-0.18169	-0.46653	-0.1572	0.059465	1
0.34794	0.45719	-0.26161	0.76738	-0.30561	0.91323	-0.3615	0.72167	-0.37021	0.63776	-0.44356	0.96305	-0.33601	1.0046	-0.59151	0.7879	0.11464	0.83129	-0.0265	1.0877	-0.23845	1.0559	-0.24507	0.77501	0.20993	0.88794	-0.13105	0.7706	-0.2338	1.133	-0.29654	1.2448	-0.97515	1
0.34794	-1.2112	-0.042343	-1.148	-0.25149	-1.0761	-0.26756	-0.96723	-0.47799	-0.93112	-0.33928	-0.62125	-0.23488	-0.52718	-0.22676	-0.6942	-0.050151	-0.6012	0.11498	-0.51702	-0.0077502	-0.51529	0.065571	-0.59603	0.17646	-0.9719	0.15495	-0.62248	0.068974	-0.66178	-0.028713	-0.69573	0.011722	-1
0.34794	0.30184	0.28122	-1.1562	-0.25149	0.031087	-0.097207	-0.23107	1.692	-0.16432	1.6987	-0.68338	0.88656	-0.16376	0.12537	-0.66108	1.9221	-1.3882	1.6823	-0.71938	0.73284	-1.3055	0.55864	-2.2679	1.7272	-1.7108	1.7309	-2.3936	1.4212	-2.3667	0.25779	-0.66843	-0.030918	-1
0.34794	-0.44472	-1.4824	-1.1562	-0.25149	0.91323	-2.1495	0.76549	1.692	-0.081957	0.98008	-0.64418	-0.18876	-0.52718	-0.15519	0.46609	-0.5765	0.76742	-1.8802	-0.55212	-0.01601	-0.60036	0.10884	-0.32178	1.4773	0.88794	0.52641	-0.65715	0.054938	-0.61684	0.007387	-0.66843	-0.030918	-1
0.34794	0.72062	0.016125	0.75513	-0.031811	0.83492	0.054152	0.87421	-0.9224	0.32667	0.79215	0.64845	0.32214	0.60299	0.44215	0.46245	0.5853	0.37805	0.61083	0.30868	0.54752	0.1546	0.64871	-0.010208	0.67542	-0.41135	0.591	-0.18169	0.5189	-0.22441	0.42365	-0.32239	0.37654	1
0.34794	0.31536	0.11281	0.34667	0.19676	0.33733	0.30978	0.35765	0.47778	0.32474	0.69961	0.28638	1.0401	0.22662	1.1199	-0.078329	1.3733	-0.10143	1.2705	-0.39471	1.2983	-0.56614	1.4784	-0.83605	1.3825	-1.2803	1.2299	-0.97364	1.1577	-1.0633	1.0141	-1.1915	0.87584	1
0.34794	-0.57841	-0.41241	0.17851	-0.30407	0.26764	-0.29784	0.089381	-0.50126	0.25231	-0.52486	0.3539	-0.32066	0.38211	-0.3142	0.065954	-0.52434	0.35566	0.14245	0.26346	-0.18528	0.16552	-0.061587	0.093258	0.1289	-0.29093	-0.037894	-0.039183	-0.14795	-0.052834	-0.16079	-0.11467	-0.20814	1
